series,seed,ok,keep,source,moves,level,lower_bound,ratio,seconds,id,generator,created_by,path
100,251,1,1,kociemba,32,4,22,1.45,0.016,20260913-001408-20e5,random_walk@1,beadmatch,puzzles\4\20260913-001408-20e5.txt
100,252,1,1,kociemba,31,4,19,1.63,0.046,20260913-001408-dd93,random_walk@1,beadmatch,puzzles\4\20260913-001408-dd93.txt
100,253,1,1,kociemba,30,3,22,1.36,0.011,20260913-001408-cf8e,random_walk@1,beadmatch,puzzles\3\20260913-001408-cf8e.txt
100,254,1,1,kociemba,26,3,20,1.3,0.009,20260913-001409-d7f5,random_walk@1,beadmatch,puzzles\3\20260913-001409-d7f5.txt
100,255,1,1,kociemba,25,3,18,1.39,0.005,20260913-001409-40e7,random_walk@1,beadmatch,puzzles\3\20260913-001409-40e7.txt
100,256,1,1,kociemba,25,3,20,1.25,0.004,20260913-001409-a85c,random_walk@1,beadmatch,puzzles\3\20260913-001409-a85c.txt
100,257,1,1,kociemba,26,3,19,1.37,0.04,20260913-001409-1d33,random_walk@1,beadmatch,puzzles\3\20260913-001409-1d33.txt
100,258,0,0,-,,,27,,5.534,,random_walk@1,beadmatch,
100,259,0,0,-,,,20,,5.643,,random_walk@1,beadmatch,
100,260,1,1,kociemba,23,3,18,1.28,0.008,20260913-001420-ef20,random_walk@1,beadmatch,puzzles\3\20260913-001420-ef20.txt
100,261,1,1,kociemba,20,2,19,1.05,0.003,20260913-001420-d4cb,random_walk@1,beadmatch,puzzles\2\20260913-001420-d4cb.txt
100,262,0,0,-,,,21,,5.238,,random_walk@1,beadmatch,
100,263,0,0,-,,,21,,5.356,,random_walk@1,beadmatch,
100,264,1,1,kociemba,21,3,16,1.31,0.006,20260913-001430-04cb,random_walk@1,beadmatch,puzzles\3\20260913-001430-04cb.txt
100,265,1,1,kociemba,41,5,21,1.95,0.018,20260913-001430-b9d8,random_walk@1,beadmatch,puzzles\5\20260913-001430-b9d8.txt
100,266,1,0,dfs,164,,18,9.11,3.664,,random_walk@1,beadmatch,
100,267,1,0,kociemba,39,,19,2.05,0.02,,random_walk@1,beadmatch,
100,268,0,0,-,,,19,,5.313,,random_walk@1,beadmatch,
100,269,1,1,kociemba,24,3,17,1.41,0.003,20260913-001439-8107,random_walk@1,beadmatch,puzzles\3\20260913-001439-8107.txt
100,270,0,0,-,,,20,,5.216,,random_walk@1,beadmatch,
100,271,1,1,kociemba,19,2,18,1.06,0.013,20260913-001445-16b6,random_walk@1,beadmatch,puzzles\2\20260913-001445-16b6.txt
100,272,1,1,kociemba,11,2,11,1.0,0.002,20260913-001445-4cd1,random_walk@1,beadmatch,puzzles\2\20260913-001445-4cd1.txt
100,273,1,1,kociemba,13,2,13,1.0,0.004,20260913-001445-7b26,random_walk@1,beadmatch,puzzles\2\20260913-001445-7b26.txt
100,274,1,1,kociemba,22,3,16,1.38,0.005,20260913-001445-ddd8,random_walk@1,beadmatch,puzzles\3\20260913-001445-ddd8.txt
100,275,1,1,kociemba,22,3,17,1.29,0.014,20260913-001445-5e16,random_walk@1,beadmatch,puzzles\3\20260913-001445-5e16.txt
100,276,1,0,dfs,131,,17,7.71,1.173,,random_walk@1,beadmatch,
100,277,1,1,kociemba,29,3,20,1.45,0.044,20260913-001446-fefa,random_walk@1,beadmatch,puzzles\3\20260913-001446-fefa.txt
100,278,1,1,kociemba,37,4,22,1.68,0.007,20260913-001446-c340,random_walk@1,beadmatch,puzzles\4\20260913-001446-c340.txt
100,279,1,1,kociemba,33,4,22,1.5,0.017,20260913-001446-a0cc,random_walk@1,beadmatch,puzzles\4\20260913-001446-a0cc.txt
100,280,1,1,kociemba,32,4,21,1.52,0.009,20260913-001446-8922,random_walk@1,beadmatch,puzzles\4\20260913-001446-8922.txt
100,281,1,1,kociemba,19,2,16,1.19,0.007,20260913-001446-0e14,random_walk@1,beadmatch,puzzles\2\20260913-001446-0e14.txt
100,282,1,1,kociemba,21,3,19,1.11,0.008,20260913-001446-b9bd,random_walk@1,beadmatch,puzzles\3\20260913-001446-b9bd.txt
100,283,0,0,-,,,19,,5.136,,random_walk@1,beadmatch,
100,284,1,1,kociemba,21,3,17,1.24,0.01,20260913-001451-1aa7,random_walk@1,beadmatch,puzzles\3\20260913-001451-1aa7.txt
100,285,1,1,kociemba,24,3,20,1.2,0.007,20260913-001451-bc0d,random_walk@1,beadmatch,puzzles\3\20260913-001451-bc0d.txt
100,286,0,0,-,,,21,,5.13,,random_walk@1,beadmatch,
100,287,1,1,kociemba,26,3,21,1.24,0.017,20260913-001456-61ed,random_walk@1,beadmatch,puzzles\3\20260913-001456-61ed.txt
100,288,1,1,kociemba,27,3,17,1.59,0.006,20260913-001456-2f48,random_walk@1,beadmatch,puzzles\3\20260913-001456-2f48.txt
100,289,1,1,kociemba,24,3,18,1.33,0.009,20260913-001456-e06b,random_walk@1,beadmatch,puzzles\3\20260913-001456-e06b.txt
100,290,1,1,kociemba,19,2,18,1.06,0.005,20260913-001456-f388,random_walk@1,beadmatch,puzzles\2\20260913-001456-f388.txt
100,291,0,0,-,,,22,,5.452,,random_walk@1,beadmatch,
100,292,1,1,kociemba,33,4,24,1.38,0.009,20260913-001502-4351,random_walk@1,beadmatch,puzzles\4\20260913-001502-4351.txt
100,293,1,1,kociemba,25,3,21,1.19,0.008,20260913-001502-4e92,random_walk@1,beadmatch,puzzles\3\20260913-001502-4e92.txt
100,294,1,0,kociemba,45,,21,2.14,0.008,,random_walk@1,beadmatch,
100,295,1,1,kociemba,34,4,21,1.62,0.011,20260913-001502-4364,random_walk@1,beadmatch,puzzles\4\20260913-001502-4364.txt
100,296,1,1,kociemba,27,3,20,1.35,0.011,20260913-001502-d2d2,random_walk@1,beadmatch,puzzles\3\20260913-001502-d2d2.txt
100,297,1,1,kociemba,17,2,15,1.13,0.002,20260913-001502-aa03,random_walk@1,beadmatch,puzzles\2\20260913-001502-aa03.txt
100,298,1,1,kociemba,22,3,17,1.29,0.006,20260913-001502-2b68,random_walk@1,beadmatch,puzzles\3\20260913-001502-2b68.txt
100,299,1,1,kociemba,24,3,21,1.14,0.011,20260913-001502-c079,random_walk@1,beadmatch,puzzles\3\20260913-001502-c079.txt
100,300,1,1,kociemba,25,3,19,1.32,0.014,20260913-001502-98f0,random_walk@1,beadmatch,puzzles\3\20260913-001502-98f0.txt
100,301,0,0,-,,,18,,5.407,,random_walk@1,beadmatch,
100,302,0,0,-,,,20,,5.336,,random_walk@1,beadmatch,
100,303,1,1,kociemba,21,3,17,1.24,0.007,20260913-001513-33af,random_walk@1,beadmatch,puzzles\3\20260913-001513-33af.txt
100,304,1,1,kociemba,37,4,25,1.48,0.011,20260913-001513-326c,random_walk@1,beadmatch,puzzles\4\20260913-001513-326c.txt
100,305,0,0,-,,,18,,5.065,,random_walk@1,beadmatch,
100,306,1,1,kociemba,32,4,22,1.45,0.004,20260913-001518-74c7,random_walk@1,beadmatch,puzzles\4\20260913-001518-74c7.txt
100,307,1,1,kociemba,19,2,18,1.06,0.009,20260913-001518-d620,random_walk@1,beadmatch,puzzles\2\20260913-001518-d620.txt
100,308,1,1,kociemba,27,3,21,1.29,0.003,20260913-001518-ce92,random_walk@1,beadmatch,puzzles\3\20260913-001518-ce92.txt
100,309,0,0,-,,,23,,5.028,,random_walk@1,beadmatch,
100,310,1,1,kociemba,22,3,19,1.16,0.009,20260913-001523-a68f,random_walk@1,beadmatch,puzzles\3\20260913-001523-a68f.txt
100,311,1,1,kociemba,13,2,10,1.3,0.005,20260913-001523-7e11,random_walk@1,beadmatch,puzzles\2\20260913-001523-7e11.txt
100,312,1,1,kociemba,32,4,19,1.68,0.014,20260913-001523-419f,random_walk@1,beadmatch,puzzles\4\20260913-001523-419f.txt
100,313,1,1,kociemba,21,3,15,1.4,0.004,20260913-001523-ce74,random_walk@1,beadmatch,puzzles\3\20260913-001523-ce74.txt
100,314,1,1,kociemba,38,4,23,1.65,0.009,20260913-001523-3a7a,random_walk@1,beadmatch,puzzles\4\20260913-001523-3a7a.txt
100,315,1,1,kociemba,13,2,12,1.08,0.003,20260913-001523-6591,random_walk@1,beadmatch,puzzles\2\20260913-001523-6591.txt
100,316,1,0,dfs,181,,16,11.31,4.204,,random_walk@1,beadmatch,
100,317,1,1,kociemba,25,3,19,1.32,0.008,20260913-001527-f167,random_walk@1,beadmatch,puzzles\3\20260913-001527-f167.txt
100,318,1,1,kociemba,28,3,18,1.56,0.014,20260913-001527-bab5,random_walk@1,beadmatch,puzzles\3\20260913-001527-bab5.txt
100,319,1,1,kociemba,13,2,11,1.18,0.007,20260913-001527-6623,random_walk@1,beadmatch,puzzles\2\20260913-001527-6623.txt
100,320,0,0,-,,,21,,5.478,,random_walk@1,beadmatch,
100,321,1,1,kociemba,24,3,18,1.33,0.028,20260913-001532-f7bd,random_walk@1,beadmatch,puzzles\3\20260913-001532-f7bd.txt
100,322,1,1,kociemba,19,2,17,1.12,0.013,20260913-001532-3d8f,random_walk@1,beadmatch,puzzles\2\20260913-001532-3d8f.txt
100,323,1,1,kociemba,26,3,23,1.13,0.01,20260913-001532-b31f,random_walk@1,beadmatch,puzzles\3\20260913-001532-b31f.txt
100,324,0,0,-,,,19,,5.218,,random_walk@1,beadmatch,
100,325,1,1,kociemba,28,3,20,1.4,0.007,20260913-001538-4908,random_walk@1,beadmatch,puzzles\3\20260913-001538-4908.txt
100,326,1,1,kociemba,19,2,16,1.19,0.004,20260913-001538-1412,random_walk@1,beadmatch,puzzles\2\20260913-001538-1412.txt
100,327,1,1,kociemba,23,3,19,1.21,0.031,20260913-001538-ced1,random_walk@1,beadmatch,puzzles\3\20260913-001538-ced1.txt
100,328,0,0,-,,,25,,5.46,,random_walk@1,beadmatch,
100,329,1,1,kociemba,35,4,23,1.52,0.024,20260913-001543-c8ae,random_walk@1,beadmatch,puzzles\4\20260913-001543-c8ae.txt
100,330,1,1,kociemba,27,3,20,1.35,0.022,20260913-001543-3dee,random_walk@1,beadmatch,puzzles\3\20260913-001543-3dee.txt
100,331,1,1,kociemba,23,3,20,1.15,0.024,20260913-001543-34c2,random_walk@1,beadmatch,puzzles\3\20260913-001543-34c2.txt
100,332,1,1,kociemba,20,2,16,1.25,0.014,20260913-001543-ea03,random_walk@1,beadmatch,puzzles\2\20260913-001543-ea03.txt
100,333,0,0,-,,,24,,5.137,,random_walk@1,beadmatch,
100,334,1,1,kociemba,21,3,18,1.17,0.004,20260913-001548-896c,random_walk@1,beadmatch,puzzles\3\20260913-001548-896c.txt
100,335,1,1,kociemba,36,4,20,1.8,0.038,20260913-001548-66bb,random_walk@1,beadmatch,puzzles\4\20260913-001548-66bb.txt
100,336,1,1,kociemba,35,4,20,1.75,0.006,20260913-001548-16b7,random_walk@1,beadmatch,puzzles\4\20260913-001548-16b7.txt
100,337,0,0,-,,,20,,5.251,,random_walk@1,beadmatch,
100,338,1,1,kociemba,30,3,22,1.36,0.006,20260913-001554-414e,random_walk@1,beadmatch,puzzles\3\20260913-001554-414e.txt
100,339,1,1,kociemba,23,3,20,1.15,0.015,20260913-001554-85d2,random_walk@1,beadmatch,puzzles\3\20260913-001554-85d2.txt
100,340,1,1,kociemba,18,2,14,1.29,0.005,20260913-001554-a07d,random_walk@1,beadmatch,puzzles\2\20260913-001554-a07d.txt
100,341,1,1,kociemba,18,2,16,1.12,0.005,20260913-001554-8e1b,random_walk@1,beadmatch,puzzles\2\20260913-001554-8e1b.txt
100,342,1,0,dfs,198,,21,9.43,1.246,,random_walk@1,beadmatch,
100,343,1,1,kociemba,22,3,15,1.47,0.005,20260913-001555-7f33,random_walk@1,beadmatch,puzzles\3\20260913-001555-7f33.txt
100,344,1,1,kociemba,36,4,26,1.38,0.03,20260913-001555-7404,random_walk@1,beadmatch,puzzles\4\20260913-001555-7404.txt
100,345,0,0,-,,,16,,5.254,,random_walk@1,beadmatch,
100,346,0,0,-,,,19,,5.352,,random_walk@1,beadmatch,
100,347,1,1,kociemba,31,4,22,1.41,0.008,20260913-001606-7975,random_walk@1,beadmatch,puzzles\4\20260913-001606-7975.txt
100,348,1,1,kociemba,30,3,17,1.76,0.022,20260913-001606-36f4,random_walk@1,beadmatch,puzzles\3\20260913-001606-36f4.txt
100,349,1,1,kociemba,21,3,16,1.31,0.012,20260913-001606-e9a6,random_walk@1,beadmatch,puzzles\3\20260913-001606-e9a6.txt
100,350,1,1,kociemba,26,3,18,1.44,0.008,20260913-001606-3e0f,random_walk@1,beadmatch,puzzles\3\20260913-001606-3e0f.txt
100,351,0,0,-,,,21,,5.486,,random_walk@1,beadmatch,
100,352,1,1,kociemba,18,2,15,1.2,0.009,20260913-001611-d55a,random_walk@1,beadmatch,puzzles\2\20260913-001611-d55a.txt
100,353,1,1,kociemba,16,2,13,1.23,0.007,20260913-001611-e22a,random_walk@1,beadmatch,puzzles\2\20260913-001611-e22a.txt
100,354,0,0,-,,,19,,5.272,,random_walk@1,beadmatch,
100,355,1,1,kociemba,21,3,17,1.24,0.007,20260913-001616-f52d,random_walk@1,beadmatch,puzzles\3\20260913-001616-f52d.txt
100,356,1,1,kociemba,29,3,21,1.38,0.013,20260913-001616-e91a,random_walk@1,beadmatch,puzzles\3\20260913-001616-e91a.txt
100,357,1,1,kociemba,22,3,18,1.22,0.01,20260913-001616-2109,random_walk@1,beadmatch,puzzles\3\20260913-001616-2109.txt
100,358,1,1,kociemba,23,3,18,1.28,0.005,20260913-001617-16d0,random_walk@1,beadmatch,puzzles\3\20260913-001617-16d0.txt
100,359,1,1,kociemba,20,2,18,1.11,0.003,20260913-001617-6b52,random_walk@1,beadmatch,puzzles\2\20260913-001617-6b52.txt
100,360,1,1,kociemba,28,3,19,1.47,0.011,20260913-001617-2b7d,random_walk@1,beadmatch,puzzles\3\20260913-001617-2b7d.txt
100,361,1,1,kociemba,26,3,21,1.24,0.02,20260913-001617-04f2,random_walk@1,beadmatch,puzzles\3\20260913-001617-04f2.txt
100,362,1,1,kociemba,27,3,25,1.08,0.013,20260913-001617-e762,random_walk@1,beadmatch,puzzles\3\20260913-001617-e762.txt
100,363,0,0,-,,,16,,5.194,,random_walk@1,beadmatch,
100,364,1,1,kociemba,21,3,16,1.31,0.008,20260913-001622-9fae,random_walk@1,beadmatch,puzzles\3\20260913-001622-9fae.txt
100,365,1,1,kociemba,26,3,18,1.44,0.002,20260913-001622-65e8,random_walk@1,beadmatch,puzzles\3\20260913-001622-65e8.txt
100,366,0,0,-,,,26,,5.216,,random_walk@1,beadmatch,
100,367,1,1,kociemba,20,2,18,1.11,0.007,20260913-001627-ffcb,random_walk@1,beadmatch,puzzles\2\20260913-001627-ffcb.txt
100,368,1,0,dfs,167,,18,9.28,2.369,,random_walk@1,beadmatch,
100,369,1,1,kociemba,21,3,15,1.4,0.008,20260913-001629-7de7,random_walk@1,beadmatch,puzzles\3\20260913-001629-7de7.txt
100,370,1,1,kociemba,28,3,15,1.87,0.014,20260913-001629-5600,random_walk@1,beadmatch,puzzles\3\20260913-001629-5600.txt
100,371,1,1,kociemba,26,3,20,1.3,0.018,20260913-001629-ae8d,random_walk@1,beadmatch,puzzles\3\20260913-001629-ae8d.txt
100,372,1,1,kociemba,33,4,22,1.5,0.008,20260913-001629-7d50,random_walk@1,beadmatch,puzzles\4\20260913-001629-7d50.txt
100,373,1,1,kociemba,13,2,11,1.18,0.005,20260913-001629-075c,random_walk@1,beadmatch,puzzles\2\20260913-001629-075c.txt
100,374,1,1,kociemba,25,3,17,1.47,0.013,20260913-001629-6dba,random_walk@1,beadmatch,puzzles\3\20260913-001629-6dba.txt
100,375,0,0,-,,,21,,5.011,,random_walk@1,beadmatch,
100,376,1,1,kociemba,27,3,20,1.35,0.007,20260913-001634-7a55,random_walk@1,beadmatch,puzzles\3\20260913-001634-7a55.txt
100,377,1,1,kociemba,20,2,17,1.18,0.027,20260913-001634-967d,random_walk@1,beadmatch,puzzles\2\20260913-001634-967d.txt
100,378,0,0,-,,,23,,5.409,,random_walk@1,beadmatch,
100,379,1,1,kociemba,32,4,22,1.45,0.004,20260913-001640-f4b8,random_walk@1,beadmatch,puzzles\4\20260913-001640-f4b8.txt
100,380,1,1,kociemba,26,3,16,1.62,0.026,20260913-001640-f5e4,random_walk@1,beadmatch,puzzles\3\20260913-001640-f5e4.txt
100,381,1,1,kociemba,24,3,20,1.2,0.027,20260913-001640-c245,random_walk@1,beadmatch,puzzles\3\20260913-001640-c245.txt
100,382,1,1,kociemba,45,5,25,1.8,0.027,20260913-001640-363d,random_walk@1,beadmatch,puzzles\5\20260913-001640-363d.txt
100,383,0,0,-,,,25,,5.014,,random_walk@1,beadmatch,
100,384,1,0,dfs,110,,17,6.47,0.032,,random_walk@1,beadmatch,
100,385,0,0,-,,,24,,5.435,,random_walk@1,beadmatch,
100,386,0,0,-,,,21,,5.134,,random_walk@1,beadmatch,
100,387,1,1,kociemba,30,3,23,1.3,0.012,20260913-001656-db06,random_walk@1,beadmatch,puzzles\3\20260913-001656-db06.txt
100,388,1,1,kociemba,28,3,21,1.33,0.004,20260913-001656-309c,random_walk@1,beadmatch,puzzles\3\20260913-001656-309c.txt
100,389,1,1,kociemba,32,4,22,1.45,0.022,20260913-001656-651b,random_walk@1,beadmatch,puzzles\4\20260913-001656-651b.txt
100,390,0,0,-,,,22,,5.315,,random_walk@1,beadmatch,
100,391,1,1,kociemba,31,4,21,1.48,0.017,20260913-001701-19d1,random_walk@1,beadmatch,puzzles\4\20260913-001701-19d1.txt
100,392,1,1,kociemba,29,3,22,1.32,0.044,20260913-001701-6811,random_walk@1,beadmatch,puzzles\3\20260913-001701-6811.txt
